diseases,molecules,sources
[],[],"[""marine organisms"", ""microorganisms"", ""gorgonians"", ""sea sponges""]"
[],"[""terpenoids""]","[""bacteria""]"
[],[],"[""plant""]"
[],[],[]
"[""tuberculosis""]",[],"[""plant"", ""microorganisms"", ""marine organisms""]"
[],"[""polyketide""]",[]
"[""influenza"", ""SARS-CoV-2""]",[],"[""bacteria"", ""actinomycetes"", ""fungi""]"
"[""cancer""]",[],"[""plant""]"
"[""multidrug resistant organisms"", ""rare and neglected tropical diseases""]","[""alkaloids""]","[""plant""]"
"[""malaria""]",[],[]
[],[],"[""plant"", ""microbe""]"
[],"[""polyketide""]","[""bacteria"", ""plant"", ""marine microorganisms""]"
"[""tuberculosis"", ""MDR-TB""]",[],"[""bacteria""]"
"[""human disorders""]",[],"[""bacteria"", ""plant""]"
[],[],[]
[],[],[]
[],[],[]
[],[],[]
"[""cardiovascular disease""]",[],[]
"[""cardiovascular diseases"", ""nervous system diseases""]","[""alkaloid""]","[""marine"", ""plant""]"
"[""obesity"", ""diabetes"", ""cardiovascular diseases"", ""cancer""]","[""polyphenols"", ""isoflavonoids""]","[""plant""]"
"[""cancer""]","[""marine natural products""]","[""plant""]"
"[""diabetic cardiomyopathy"", ""type 2 diabetes""]",[],"[""plant"", ""marine""]"
[],[],"[""plant""]"
[],[],[]
"[""diseases"", ""illnesses""]",[],[]
"[""drug discovery""]",[],"[""plant"", ""bacteria"", ""marine organisms""]"
[],[],[]
"[""inflammation"", ""asthma"", ""depression"", ""erectile dysfunction""]",[],"[""lichen"", ""fungus""]"
"[""Alzheimer's disease""]",[],[]
"[""methicillin-resistant Staphylococcus aureus (MRSA)""]","[""tertiary amines"", ""quaternary amine salts""]","[""marine invertebrate"", ""cyanobacteria""]"
"[""HIV"", ""AIDS""]","[""terpenoids"", ""coumarins"", ""alkaloids"", ""polyphenols"", ""tannins"", ""flavonoids""]","[""sponges"", ""marine""]"
"[""pain"", ""cancer""]",[],[]
"[""diabetic retinopathy"", ""solid tumours""]","[""alkaloid""]","[""animal"", ""marine""]"
"[""osteoporosis"", ""lymphoma"", ""leukemia""]","[""meroterpenoid""]","[""plant""]"
[],[],[]
"[""acute kidney injury"", ""chronic kidney disease""]",[],"[""plant""]"
"[""H1N1""]","[""polyketide"", ""peptide"", ""lipopeptide"", ""glycoside"", ""terpene"", ""quinone"", ""lactone"", ""furan""]","[""plant"", ""mushroom""]"
[],[],"[""marine microorganisms""]"
"[""antimicrobial disease"", ""antiviral disease"", ""cancer""]","[""alkaloids"", ""polyketides"", ""terpenoids"", ""meroterpenoids""]",[]
[],"[""dihydroisocoumarin-type""]","[""fungus"", ""sponge""]"
"[""cervical cancer""]","[""aristolactam"", ""shikonin"", ""kaempferol""]",[]
[],[],"[""plant""]"
"[""cancer"", ""neurodegeneration""]","[""polyketide""]",[]
[],[],[]
"[""lung cancer"", ""non-small cell lung cancer""]",[],"[""plant""]"
"[""antibiotic-resistant infections"", ""Candida albicans""]","[""alkaloids"", ""polyketides"", ""macrolides"", ""glycosides"", ""phenols""]",[]
"[""tuberculosis""]","[""cell wall synthesis"", ""protein production"", ""energy generation"", ""nucleic acid synthesis""]","[""bacteria"", ""marine actinomycetes""]"
[],[],"[""bacteria""]"
"[""obesity"", ""diabetes"", ""stroke"", ""heart disease"", ""cancer"", ""type 2 diabetes""]","[""alkaloids"", ""flavonoids"", ""terpenoids"", ""long chain fatty acids"", ""phenolic acids""]","[""animal"", ""plant""]"
"[""antibiotic resistance""]",[],"[""plant""]"
[],[],"[""microbes""]"
"[""neoplastic disease"", ""neurodegenerative disease""]","[""alkaloids""]",[]
[],[],"[""endophytes"", ""plant""]"
"[""esophageal cancer""]",[],"[""bacteria"", ""fungus"", ""plants"", ""marine sources""]"
"[""cancer""]","[""polyketide""]",[]
"[""tumor formation"", ""viral infections""]","[""polyketide""]","[""fungus"", ""plant""]"
[],[],"[""fungi"", ""actinomycetes"", ""bacteria""]"
[],[],[]
"[""tuberculosis""]",[],"[""plant""]"
[],[],"[""plant""]"
"[""Parkinson's disease"", ""Alzheimer's disease""]",[],"[""plant""]"
[],[],"[""plant"", ""bacteria"", ""fungus""]"
"[""Gram-negative bacterial infections"", ""malaria""]","[""isoprenoids""]",[]
"[""infectious diseases"", ""organ transplantation""]","[""beta-lactam"", ""polyketide"", ""statins"", ""echinocandins"", ""strobilurins""]","[""bacteria"", ""plant"", ""humans"", ""apicomplexan parasites""]"
"[""NQO1""]","[""coumarin"", ""seselin"", ""epoxysuberosin"", ""alosin"", ""meranzin"", ""heraclenin""]","[""fungus""]"
[],"[""polyketides"", ""peptides"", ""terphenyls"", ""alkaloids""]","[""plant""]"
"[""cancer"", ""HIV"", ""bacterial infections"", ""malaria""]",[],"[""bacteria"", ""actinomycete""]"
"[""antitumor"", ""antibiotic"", ""anti-inflammatory"", ""antiviral""]","[""thioethers"", ""thiazole/thiazoline-containing compounds"", ""sulfoxides"", ""sulfones"", ""thioesters""]","[""marine"", ""plant""]"
"[""Parkinson's disease"", ""Alzheimer's disease"", ""Huntington's disease"", ""amyotrophic lateral sclerosis""]",[],"[""marine microorganisms"", ""plant""]"
"[""cancer""]",[],"[""plant""]"
"[""cancer""]",[],[]
"[""drug discovery"", ""drug development"", ""mode of action"", ""drug interactions""]",[],[]
"[""infectious bacteria"", ""multidrug resistance""] 

However, I will exclude ""infectious bacteria"" as it is a broad category and not a specific disease entity. 

So the final output is:

 [""multidrug resistance""]",[],[]
[],[],[]
"[""SARS-CoV-2""]",[],[]
[],"[""alkaloids""]",[]
"[""oral cancer""]",[],"[""plant""]"
"[""nocardiosis""]",[],"[""plant""]"
"[""AIDS"", ""HIV""]",[],"[""bacteria"", ""Actinobacteria""]"
"[""venereal warts"", ""psoriasis"", ""rheumatoid arthritis"", ""malaria"", ""Alzheimer's disease""]",[],[]
"[""Chikungunya"", ""Dengue""]","[""plant extracts"", ""isolated phytochemicals"", ""essential oils"", ""seaweeds"", ""symbiotic bacterial genus"", ""marine Cyanobacterium""] 

Note: I excluded ""natural products"" as it is a general term, and only included specific classes of molecules.","[""plant""]"
[],[],"[""plant"", ""mosquito"", ""bacteria"", ""cyanobacterium""]"
[],[],[]
"[""cancer"", ""cardiovascular disorders"", ""neurological disorders"", ""metabolic disorders""]",[],"[""plant""]"
"[""infectious disease"", ""oncology""]",[],[]
[],[],"[""natural products"", ""plant"", ""animal""]"
"[""cancer""]","[""natural products""]",[]
"[""cancer""]",[],"[""natural products"", ""animal""]"
"[""atherosclerosis"", ""pulmonary hypertension"", ""restenosis""]","[""indirubin"", ""resveratrol"", ""hyperoside"", ""plumericin"", ""pelargonidin"", ""zerumbone"", ""apamin"", ""taxol"", ""rapamycin""]","[""plant""]"
"[""COVID-19"", ""SARS-CoV-2""]",[],"[""plant""]"
"[""tuberculosis""]",[],"[""plant""]"
"[""diabetic retinopathy"", ""diabetes""]",[],"[""bacteria"", ""fungi"", ""plant""]"
[],[],[]
"[""corona virus"", ""viral diseases""]","[""polyketide""]",[]
"[""LSD"", ""schizophrenia"", ""depression""]","[""alkaloids"", ""phenylethylamine derivatives"", ""tryptamine derivatives"", ""P-carboline derivatives""]","[""bacteria"", ""plant"", ""marine organisms""]"
"[""cancer""]",[],"[""plant"", ""fungi""]"
"[""cancer"", ""AIDS"", ""hematopoietic neoplasms""]","[""flavonoids""]","[""yeast"", ""plant""]"
[],[],[]
"[""cancer""]",[],"[""plant""]"
"[""cerebral ischemic stroke"", ""cancer"", ""infectious diseases""]","[""flavonoids"", ""phenols"", ""terpenes"", ""lactones"", ""quinones"", ""alkaloids"", ""glycosides""]",[]
[],"[""polyketide""]",[]
[],[],"[""sponge"", ""bacteria""]"
"[""neurodegeneration"", ""metabolic diseases""]",[],[]
[],[],[]
"[""anthelmintic"", ""insecticide"", ""cancer"", ""antibacterial"", ""antiviral"", ""analgesic"", ""anticancer"", ""apoptotic"", ""angiogenic"", ""antioxidant""]","[""spongothymidine"", ""spongouridine"", ""cytrabine"", ""vidrabine"", ""ziconitide"", ""trabectidin"", ""EribulinMesylate"", ""Brentunimabvedotin""]",[]
"[""breast cancer""]","[""alkaloids"", ""flavonoids"", ""terpenoids"", ""polyketides"", ""glycosides""]","[""marine organisms"", ""sponges""]"
"[""cancer"", ""parasitic diseases"", ""epilepsy""]",[],"[""plant""]"
"[""tuberculosis""]","[""flavonoids"", ""polyketide""]","[""marine""]"
"[""pain"", ""chronic constriction injury""]","[""alkaloid""]","[""plant""]"
[],[],"[""yeast"", ""plant""]"
"[""marijuana"", ""opium"", ""morphine"", ""cocaine"", ""ephedrine"", ""mescaline"", ""cathinone"", ""psilocybin"", ""THC""]","[""morphine"", ""cocaine"", ""ephedrine"", ""mescaline"", ""cathinone"", ""psilocybin"", ""THC""]",[]
"[""pterygium""]","[""polyphenolic"", ""curcumin"", ""ellagic acid"", ""chalcones""]","[""plant""]"
[],"[""polyketides"", ""nonribosomal peptides""]",[]
[],[],[]
"[""cancer""]",[],"[""plant""]"
[],[],"[""plant"", ""microbe""]"
[],[],[]
"[""cancer""]",[],"[""plant""]"
"[""cancer"", ""dysmenorrhoea"", ""viral infections"", ""bacterial infections""]",[],[]
[],[],"[""plant""]"
[],[],"[""plant""]"
"[""type 2 diabetes"", ""cancer"", ""immune disorders"", ""neurological disorders""]","[""bromotyrosine""]",[]
"[""actinic keratosis""]","[""diterpenes""]","[""marine sponges""]"
"[""cancer"", ""antimicrobial"", ""antiviral"", ""anti-inflammatory""]","[""marine-based drugs"", ""marine-derived actives""]","[""plant""]"
"[""inflammatory diseases""]",[],"[""plants"", ""animals"", ""microbes"", ""minerals"", ""marine organisms""]"
[],[],"[""plant""]"
"[""Parkinson's disease""]",[],[]
[],[],[]
"[""malaria""]",[],[]
[],[],"[""plant""]"
[],[],[]
[],[],"[""marine invertebrates"", ""microbial symbionts""]"
"[""cancer""]",[],"[""natural products""]"
[],[],"[""plant""]"
"[""renal cancer"", ""urothelial carcinoma"", ""testicular cancer""]",[],"[""plant""]"
"[""SARS-CoV-2"", ""RNA viruses""]",[],[]
"[""cancer""]",[],"[""bacteria"", ""plant""]"
[],[],"[""plant""]"
[],[],[]
[],[],[]
"[""asthma""]","[""alkaloids""]","[""endophytic microorganisms""]"
"[""cancer""]",[],"[""plant""]"
"[""Alzheimer's disease"", ""cancer"", ""type 2 diabetes""]",[],"[""plant""]"
"[""Alzheimer's disease"", ""Parkinson's disease""]","[""alkaloids""]",[]
[],"[""polyketide""]","[""plant"", ""fungi"", ""marine species""]"
"[""neurodegenerative diseases"", ""lysosomal storage disorders"", ""cancers""]",[],"[""bacteria""]"
"[""COVID-19"", ""cardiotoxicity""]","[""microbial natural products""]",[]
[],[],"[""microbial natural products""]"
"[""antibiotics"", ""anti-cancer agents"", ""immune-modulators"", ""anthelminthic agents"", ""insecticides""]","[""polyketide""]",[]
[],[],"[""bacteria"", ""fungi"", ""archaea""]"
[],[],"[""marine organisms""]"
"[""anticancer""]",[],"[""plant""]"
"[""disease models""]","[""sesquiterpenoids""]",[]
"[""cancers"", ""renal diseases"", ""neurodegenerative diseases"", ""bone disorders""]",[],"[""plant""]"
[],[],[]
"[""bacterial infections"", ""parasitic infections"", ""cancer""]","[""dithiolopyrrolones""]",[]
"[""antibacterial infections""]",[],"[""bacteria"", ""marine bacteria""]"
"[""malaria"", ""leishmaniasis"", ""trypanosomiasis""]","[""sesquiterpene glycosides"", ""sterols""]","[""bacteria"", ""microbes""]"
"[""neurodegenerative diseases""]",[],"[""plant""]"
"[""metabolic diseases"", ""neurological diseases""]","[""alkaloids"", ""pigments"", ""toxins"", ""antimicrobials""]","[""plant""]"
"[""infectious bacteria"", ""infectious fungi""]","[""polyketide""]","[""microorganisms""]"
"[""malaria"", ""tuberculosis"", ""trypanosomiasis"", ""leishmaniasis""]",[],"[""microorganisms"", ""plant""]"
"[""infection"", ""cancer"", ""autoimmune diseases""]",[],[]
"[""tumour""]",[],"[""natural products"", ""plant""]"
"[""Alzheimer's disease""]",[],"[""bacteria"", ""microbes""]"
"[""COVID-19"", ""HIV"", ""influenza"", ""hepatitis"", ""herpes simplex"", ""respiratory syncytial virus""]","[""polyketide""]","[""plant""]"
"[""idiopathic pulmonary fibrosis""]",[],"[""microbes"", ""virus""]"
"[""therapeutic targets""]",[],"[""plant""]"
[],[],"[""natural products""]"
[],[],"[""marine invertebrates"", ""microorganisms""]"
"[""cancer"", ""inflammatory diseases""]",[],[]
"[""diabetes mellitus"", ""type 2 diabetes""]",[],"[""marine organisms"", ""plant""]"
"[""mycoses""]","[""lipopeptide"", ""lipopeptidolactone""]",[]
"[""antibiotic"", ""anticancer""]",[],"[""fungus""]"
[],[],"[""bacteria""]"
"[""tumors"", ""cancer""]",[],[]
"[""cancer""]",[],"[""plant""]"
"[""cancer""]",[],"[""plant""]"
[],"[""diarylheptanoids""]","[""marine organisms"", ""animal"", ""microbe"", ""bacteria"", ""cyanobacteria""]"
"[""cancer"", ""cancer stem cells""]","[""flavonoids"", ""stilbenes"", ""quinones"", ""terpenoids"", ""polyketide antibiotics"", ""steroids"", ""alkaloids""]","[""bacteria"", ""plant""]"
"[""bladder cancer""]",[],"[""plant""]"
"[""cancer""]","[""miliusanes"", ""flavonoids"", ""silybin"", ""resveratrol"", ""genistein"", ""sulforaphane"", ""quercetin"", ""allicin"", ""fisetin"", ""piperlongumine"", ""berberine"", ""triptolide"", ""tocotrienols"", ""curcumin""]",[]
[],[],"[""plant""]"
[],[],[]
[],[],"[""bacteria""]"
"[""cancer""]",[],[]
"[""cryptosporidiosis""]","[""alkaloid"", ""flavonoid"", ""terpenoid""]",[]
[],[],"[""protozoan parasite"", ""plant""]"
"[""HIV-1"", ""HIV-1 integrase"", ""HIV-1 IN"", ""HIV""]",[],"[""plant"", ""nature""]"
"[""arthritis""]","[""botanical extracts""]",[]
[],[],"[""plant""]"
"[""immunosuppression"", ""anti-infectives"", ""metabolic diseases""]",[],"[""plant""]"
"[""hepato-toxicity"", ""cardio-toxicity"", ""neuro-toxicity""]",[],[]
"[""cancer""]","[""alkaloids"", ""flavonoids"", ""polyketides""]","[""plant"", ""zfish""]"
[],[],"[""plant"", ""marine""]"
"[""inflammatory bowel disease"", ""colitis""]","[""polyphenols"", ""alkaloids"", ""terpenoids"", ""quinones""]",[]
"[""neurodegenerative diseases"", ""spinal cord injury""]",[],"[""plant""]"
[],[],[]
"[""antitumor"", ""cancer""]","[""antibiotics"", ""tetraterpenoid""]","[""microorganisms""]"
"[""inflammatory diseases""]",[],"[""bacteria"", ""microbe"", ""microbe""]"
"[""cancer"", ""antibacterial diseases"", ""antibiotic diseases""]","[""terpenoids"", ""alkaloids""]","[""natural products"", ""plant"", ""animal""]"
[],[],"[""plant"", ""bacteria""]"
"[""cancer""]",[],[]
[],"[""tetronate"", ""polyketide""]",[]
"[""cancer"", ""aging""]",[],"[""bacteria""]"
"[""cancer"", ""immunotherapies"", ""disorders affecting the immune system""]",[],[]
"[""arrhythmia"", ""heart failure""]",[],"[""plant"", ""bacteria""]"
[],[],[]
[],[],"[""plant""]"
"[""cancer"", ""parasitic infections"", ""inflammation""]","[""polyketide""]","[""sponge""]"
[],[],"[""cyanobacteria""]"
"[""inflammatory diseases"", ""hypertension"", ""diabetes""]","[""flavonoids"", ""alkaloids"", ""phenylpropanoids"", ""terpenoids"", ""essential oils"", ""fatty acids""]",[]
"[""colon adenocarcinoma"", ""intestinal absorption""]",[],"[""plant""]"
"[""inflammatory diseases""]","[""flavonoid""]",[]
[],[],[]
"[""cancer"", ""antimicrobials"", ""antiseptics"", ""antibiotics""]","[""polyketide""]","[""bacteria"", ""coral""]"
"[""leukaemia"", ""lymphoma"", ""pancreatic cancer"", ""breast cancer"", ""bladder cancer"", ""non-small-cell lung cancer""]","[""C-nucleosides"", ""polyketide""]","[""fungus"", ""plant""]"
"[""Alzheimer's disease""]",[],"[""plant"", ""sponge"", ""marine sources""]"
"[""invasive fungal infections""]","[""phytochemicals""]",[]
"[""COVID-19"", ""SARS-CoV-2""]","[""natural products""]","[""fungus"", ""plant""]"
"[""cancer""]",[],[]
[],[],"[""plant"", ""bacteria""]"
"[""cancer"", ""autism spectrum disorder"", ""colorectal cancer"", ""prostate cancer"", ""breast cancer"", ""acute myeloid leukemia""]",[],"[""bacteria""]"
[],"[""polyketide""]",[]
"[""cancer""]","[""indole alkaloid""]","[""microbes"", ""insects""]"
[],[],[]
"[""cancer""]","[""NPs"", ""NPs derivatives""]",[]
[],"[""terpenes"", ""non-ribosomal peptides (NRPs)"", ""RiPPs (Ribosomally synthesized and posttranslationally modified peptides)""]","[""plant"", ""marine""]"
"[""trypanosomiasis"", ""sleeping sickness"", ""leishmaniasis"", ""Chagas disease""]",[],"[""bacteria""]"
[],[],"[""protozoan"", ""fungus""]"
[],[],"[""plant"", ""microbes""]"
"[""Alzheimer's disease""]","[""curcumin"", ""paclitaxel"", ""geldanamycin""]","[""microbes"", ""plant""]"
"[""cancer""]",[],"[""plant"", ""bacteria"", ""animal""]"
"[""SARS-CoV-2""]",[],[]
"[""COVID-19""]",[],[]
"[""malaria"", ""P. falciparum"", ""P. vivax""]","[""quinoline"", ""antimalarial""]","[""plant""]"
[],[],"[""plant"", ""bacteria""]"
[],[],[]
"[""Parkinson's disease""]",[],[]
[],"[""steroids""]","[""marine organisms"", ""plants""]"
[],[],"[""plant""]"
"[""Alzheimer's disease""]","[""alkaloids""]","[""animal"", ""microbes""]"
[],[],"[""alkaloids"", ""plant""]"
[],"[""alkaloids"", ""monoterpenoid alkaloids"", ""iridoid glycosides""]",[]
"[""herb-drug interaction"", ""herb-herb interactions""]","[""diterpenoids"", ""phenolic acids"", ""tanshinones"", ""Salvianolic acids""]",[]
[],[],"[""plant""]"
"[""cancer""]",[],[]
[],[],"[""plant""]"
[],[],[]
[],[],[]
"[""infectious diseases"", ""antibacterial diseases"", ""antibiotic resistance""]",[],"[""plant""]"
"[""heart failure"", ""ischemic heart disease"", ""atherosclerosis""]",[],"[""bacteria""]"
"[""Chronic kidney disease""]","[""phytopharmaceutical""]",[]
[],[],"[""plant""]"
"[""tubulin-binding"", ""tubulin-binding model""]","[""taxol"", ""epothilones""]",[]
"[""malaria"", ""tuberculosis"", ""allergic diseases""]","[""flavonoids"", ""flavones""]","[""plant""]"
"[""depression""]","[""alkaloids"", ""flavonoids"", ""phenolic compounds"", ""steroids""]","[""plant""]"
"[""benzene"", ""acrylic compounds"", ""flavones"", ""coumarins"", ""flavanones""]","[""flavones"", ""coumarins"", ""flavanones""]","[""plant""]"
[],"[""non-ribosomal peptide"", ""polyketide""]",[]
"[""AIDS"", ""HIV"", ""cancer""]",[],"[""sponge"", ""bacteria""]"
"[""cancer""]",[],"[""plant""]"
"[""obesity""]","[""globin-digested peptides"", ""green tea extract"", ""red pepper extract"", ""nobiletin"", ""Moringa leaf powder""]","[""plant""]"
"[""cancer""]",[],"[""plant"", ""animal""]"
"[""diabetes"", ""cancer""]",[],"[""plant""]"
"[""tuberculosis""]",[],"[""bacteria"", ""sponge"", ""invertebrates""]"
[],[],"[""bacteria""]"
[],[],"[""plant""]"
"[""Visceral Leishmaniasis""]","[""alkaloid""]",[]
"[""breast cancer""]","[""terpenoids""]","[""plant""]"
"[""malaria""]","[""alkaloid"", ""polyketide"", ""terpenoid""]",[]
"[""diabetes"", ""atherosclerosis"", ""Alzheimer's disease"", ""multiple myeloma"", ""rheumatoid arthritis"", ""prostate cancer""]",[],"[""plant""]"
[],[],[]
"[""cyclooxygenase-1"", ""cyclooxygenase-2""]",[],[]
[],[],[]
"[""lung adenocarcinoma"", ""epidermal growth factor receptor (EGFR) positive cancer"", ""tumor""]",[],[]
"[""cancer"", ""antibiotic""]",[],"[""bacteria"", ""plant""]"
"[""antibacterial diseases""]",[],"[""marine sources""]"
[],[],"[""plant""]"
"[""cancer"", ""neurodegenerative diseases""]",[],[]
"[""antimicrobial resistance"", ""infectious disease"", ""antimicrobials"", ""antivirulence drugs""]",[],[]
"[""SARS-CoV-2"", ""SARS-CoV""]","[""alkaloids"", ""terpenoids"", ""flavonoids"", ""polyphenols"", ""quinones"", ""steroids"", ""glucosinolates"", ""diarylheptanoids""]","[""bacteria"", ""plant""]"
[],[],[]
"[""antibacterial"", ""antifungal"", ""antiviral"", ""antiprotozoal"", ""molluscicidal""]",[],"[""plants"", ""animals"", ""microflora""]"
